_id,캠프 이름,상세설명1,상세설명2,상세설명3,상세설명4,상세설명5,상세설명6,상세설명7,상세설명8,상세설명9
2917,청산야영장,충청남도태안군원북면청산리254-11,010-4769-7405,/민간,일반야영장,홈페이지바로가기새창으로,전화,,,
2920,청석들캠핑장,경상북도경주시산내면대현길176-9청석들오토캠핑,010-9974-1215,강/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
2928,청송캠핑장,강원영월군무릉도원면무릉법흥로1278-8,"숲,계곡/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
2929,청암관광농원,경기이천시부발읍황무로1720번길74,031-632-5082,/민간,자동차야영장,홈페이지바로가기새창으로,전화,,,
2930,청암산오토캠핑장,전라북도군산시옥산면대위로50,063-465-3357,호수/지자체,"자동차야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로
2931,청양동강리오토캠핑장,충남청양군청남면금강변로868-135,041-940-2706,강/지자체,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,어린이놀이시설"
2933,청옥산깨비마을야영장,강원도평창군미탄면회동리619,산/민간,"일반야영장,카라반","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,청소년체험시설,,
2934,청옥야영장,경북봉화군소천면청옥로167,054-672-1413,"산,숲,계곡/민간",일반야영장,"봄,여름,가을",평일+주말,계곡물놀이,,
2935,청운오토캠핑장,경기도양평군청운면가현리517,031-775-1231,숲/지자체,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,,
2936,청일관광농원,강원도횡성군청일면속실길20청일농원캠핑장,"산,계곡/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
2937,청자촌오토캠핑장,전남강진군대구면청자촌길42-5청자촌오토캠핑장,061-434-9939,/지자체,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,수상레저,낚시,청소년체험시설",
2939,청주키즈캠핑장,충북청주시상당구낭성면갈산1길19,010-3594-4620,숲/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,산책로"
2940,청천화양동관광농원초롱이캠핑장,충청북도괴산군청천면다보길8,"043-833-4900,010-2661-4902","산,숲,계곡/민간",일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,
2941,청천수목원야영장,충청북도괴산군청천면도원1길68청천수목원야영장,043-832-7893,숲/민간,"일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인예약대기,"계곡물놀이,산책로,낚시,강/물놀이"
2944,청평다감캠핑장,경기도가평군호반로886청평다감캠핑장,"031-585-4789,010-3540-4789","강,호수/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"수상레저,어린이놀이시설",
2954,청풍월드니스글램핑,충북제천시청풍면청풍호로49길47,043-653-7853,산/민간,자동차야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
2955,청풍호오토캠핑장,충청북도제천시금성면성내리41-4,010-9171-2723,"숲,계곡/지자체","일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,낚시,어린이놀이시설",
2956,청화산캠프관광농원,경상북도군위군소보면보현리10,054-383-8100,"산,숲/민간","일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시"
2958,초락나루펜션&글램핑,충청남도당진시석문면감목길154,"041-353-5598,010-5169-0639",숲/민간,"일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,
2960,초록빛언덕글램핑,전라북도무주군적상면포내리561-1,063-324-9055,/민간,일반야영장,홈페이지바로가기새창으로,,,,
2961,초록슈피아오토캠핑장,경상남도밀양시산내면남명리1968-8,"055-356-2515,010-4034-8933","산,계곡/민간","일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,청소년체험시설",
2963,초막골생태공원느티나무야영장,경기도군포시산본동919,031-390-7666,"숲,도심/지자체","자동차야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,강/물놀이
2965,초안산캠핑장,서울시노원구월계동750번지,02-2289-6865,도심/지자체,"일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,현장,
2966,파이브스톤즈가든,충청북도충주시중앙탑면감노로2003,010-7920-9443,"산,도심/민간",자동차야영장,"봄,여름,가을",주말,홈페이지바로가기새창으로,전화,
2968,초전마을캠핑장,경남남해군미조면동부대로14번길27-21,"055-867-7758,010-3074-7758","해변,산,숲/지자체",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인예약대기,온라인실시간예약","산책로,수상레저,낚시,해수욕"
2969,초평밤나무,충청북도진천군초평면화산리875,숲/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설",
2974,추동캠프,경기포천시창수면포천로2811번길194,"031-531-4655,010-2011-2043",숲/지자체,일반야영장,"봄,여름,가을,겨울",주말,전화,"산책로,운동장,강/물놀이,농어촌체험시설",
2975,추암오토캠핑장,강원동해시촛대바위길28(추암동),033-539-3736,해변/지자체,"일반야영장,자동차야영장","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"수상레저,낚시,해수욕"
2976,추억만들기캠핑장,경기도여주시북내면중암리417,"산,계곡/민간",일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
2977,추억촌,강원도강릉시성산면대관령옛길10추억촌,산/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,해수욕",
2982,축령산자연휴양림,경기도남양주시수동면축령산로299축림산휴양지,031-8008-6690,"산,숲/지자체",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로
2984,춘장대나드리캠핑장,충청남도서천군서면도둔리1275,해변/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"수상레저,해수욕",,
2985,춘장대오토캠핑장,충청남도서천군서면춘장대로106춘장대오토캠핑장,"010-3332-3922,010-8644-3902",해변/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"산책로,해수욕",
2987,춘천박사마을어린이글램핑장,강원춘천시서면박사로770춘천도시공사,033-240-1791,강/민간,"일반야영장,자동차야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인예약대기,산책로
2988,춘천Believing(빌리빙)캠핑장,강원도춘천시사북면지암리52,010-8747-6416,계곡/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,계곡물놀이
2990,춘천숲자연휴양림엔글램핑,강원도춘천시동산면군자리산403,033-264-1156,"산,숲/지자체","자동차야영장,글램핑","봄,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이
2991,춘천캠핑월드,강원도춘천시서면툇골길693-4춘천캠핑월드,033-244-5575,/민간,자동차야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
2992,충북대학교천문대천문체험학교,충청북도진천군문백면은탄리802-3,043-532-2341,산/지자체,일반야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,온라인실시간예약,"운동장,수영장"
2997,충주반딧불오토캠핑장,충청북도충주시엄정면가춘리길19충주반딧불오토캠핑장,043-846-3456,숲/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
2999,충주카누캠핑장,충청북도충주시동량면화암리340,010-4479-5587,"산,숲,호수/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,
3002,충주호캠핑월드(충주호캠핑장),충청북도충주시동량면호반로696-1충주호캠핑장,"070-8266-7781,010-8266-7781","숲,강/민간","자동차야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,수상레저,어린이놀이시설"
3003,금강자연휴양림(충청남도산림환경연구소),세종특별자치시금남면산림박물관길110,041-635-7400,"산,숲,계곡,강/자연휴양림",일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인예약대기,"계곡물놀이,산책로,운동장,수영장"
3004,충효테마관광농원야영장(대충캠핑장),경상남도고성군대가면유흥갈천길240,010-4001-7805,"산,숲/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,"전화,온라인예약대기,온라인실시간예약","산책로,수영장",
3005,치산관광지캠핑장,경북영천시도남공단3길76(도남동),054-330-6471,/지자체,카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
3010,치악신림오토캠핑장,강원도원주시신림면성남로194치악신림오토캠핑장,010-2612-1134,"숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,계곡물놀이
3012,청양칠갑산오토캠핑장,충청남도청양군대치면까치내로710칠갑산오토캠핑장,041-940-2700,/지자체,자동차야영장,평일+주말,홈페이지바로가기새창으로,,,
3013,칠갑산자연휴양림,충남청양군대치면칠갑산로668-103산73,041-940-2428,"산,숲,계곡/자연휴양림",일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로"
3014,칠갑산도림휴게소캠핑장,충청남도청양군장평면적곡리635-1,"041-943-9848,010-2473-5880","산,계곡/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
3016,칠곡보오토캠핑장,경상북도칠곡군약목면관호리칠곡보,054-974-7997,강/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,낚시,어린이놀이시설"
3021,칠포오토캠핑장,경상북도포항시북구흥해읍금장리16,숲/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설",
3022,칡소폭포캠핑장,강원도홍천군내면을수길27,033-436-0600,"산,강/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,농어촌체험시설"
3024,카누글램핑펜션,강원도화천군사내면삼일리686-1,010-4800-8349,숲/지자체,"일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약",강/물놀이
3025,카라반르몽드,경상남도김해시어방동991,055-311-5588,"산,도심/지자체",카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,
3026,카라반캠프,경기도화성시서신면제부리20-26,"031-357-8031,010-3589-8031","해변,섬/민간","일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"수상레저,낚시,해수욕"
3028,카라반랜드,경기도안산시단원구수영목길27-75카라반랜드,해변/민간,카라반,"봄,여름,가을,겨울",홈페이지바로가기새창으로,온라인실시간예약,,,
3030,카라반에코빌리지,충남홍성군구항면오봉리131-6,숲/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로,
3033,카카오캠핑장,경상북도안동시예안면장갈로39카카오캠핑장,054-821-1777,/민간,자동차야영장,홈페이지바로가기새창으로,온라인예약대기,,,
3034,칼봉산카라반캠핑장,경기도가평군가평읍경반리515,031-581-8806,"산,숲,계곡,도심/민간",카라반,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,계곡물놀이
3035,캄파슬로우캠핑장,강원도원주시판부면서곡리1727,"산,숲,계곡/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로",
3036,캐나디언카누클럽야영장,강원도홍천군서면마곡리23-1,010-3969-9000,/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,"수상레저,낚시,청소년체험시설,어린이놀이시설"
3038,캐리비안캠프,경기도용인시처인구포곡읍전대리457-2,산/민간,카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,,
3041,캠누리오토캠핑장,강원도홍천군서면개야리37,033-436-8271,강/민간,자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"낚시,청소년체험시설,어린이놀이시설"
3042,캠파제주,제주특별자치도서귀포시상효동1116-1,064-767-1253,산/지자체,카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,
3045,캠프예그리나,경기도파주시광탄면기산리658-4번지,숲/민간,자동차야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,강/물놀이",
3046,캠프ing오토캠핑장,경북경주시강동면호명큰골길47캠프ING,010-4362-3366,산/민간,일반야영장,"봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
3047,캠프도고,충청남도아산시선장면삼봉로70캠프도고,041-541-5511,/민간,일반야영장,전화,,,,
3048,캠프락캠핑장,가평군상면원흥리514-2,"산,숲,계곡/민간","일반야영장,카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,낚시,어린이놀이시설",,
3049,캠프레이크,경기용인시기흥구동탄기흥로785번길21-5(고매동)캠프레이크,010-2456-5390,호수/지자체,글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,
3050,캠프리카캠핑장,경기도양주시백석읍기산리362,"산,숲,계곡/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,운동장,강/물놀이,어린이놀이시설",,
3054,캠프수풀이,경기도가평군상면임초리608외1필지,010-9313-4162,"산,숲,계곡/민간","일반야영장,자동차야영장,글램핑","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,강/물놀이"
3055,캠프오후4시,경기도포천시군내면청군로2864번길22캠프오후4시,"산,숲/민간","일반야영장,카라반","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로",,
3056,캠프원관광농원,경상북도청도군매전면호화리449,"054-371-0606,010-5925-0606",숲/민간,"일반야영장,글램핑","봄,여름,가을",주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,낚시,어린이놀이시설"
3059,캠프향기,대전동구산내로710(상소동),숲/민간,"카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로,
3064,캠핑뜨락오토캠핑장,경상북도김천시조마면강곡리917-1,"054-433-7711,010-4114-7122",계곡/민간,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,어린이놀이시설"
3067,캠핑494,강원도평창군봉평면흥정계곡길494캠핑494,010-3897-8584,/지자체,자동차야영장,홈페이지바로가기새창으로,전화,,,
3071,캠핑라운드,경남양산시상북면구소석5길20,010-9573-0053,/민간,일반야영장,홈페이지바로가기새창으로,전화,,,
3072,캠핑라운지,경기도포천시이동면성장로1289번길155-76캠핑라운지,산/민간,"일반야영장,자동차야영장,카라반","봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,산책로,강/물놀이",
3079,힐링캠프글램핑(구캠핑아일랜드),인천중구선녀바위로70,"해변,섬/민간",글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,해수욕,,
3083,캠핑월드,울산광역시울주군상북면덕현리330,052-254-7777,"산,숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,산책로,어린이놀이시설"
3084,캠핑코리아,경기도안성시금광면진안로165-16캠핑코리아,010-9299-7784,/민간,일반야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
3085,캠핑코리아카라반오토캠핑장,충청남도태안군원북면신두리1227-14번지,041-675-9006,/지자체,일반야영장,홈페이지바로가기새창으로,온라인실시간예약,,,
3092,캠핑하는집,강원도춘천시동산면원무동길303-28캠핑하는집,010-9196-8339,/민간,자동차야영장,홈페이지바로가기새창으로,온라인예약대기,,,
3094,성주물가애오토캠핑장(성주오토캠핑장),경북성주군수륜면신정3길2-19,010-3810-1034,호수/민간,"일반야영장,카라반","봄,여름,가을,겨울",주말,홈페이지바로가기새창으로,낚시,
3097,켄싱턴호텔평창글램핑빌리지,강원평창군진부면진고개로231215-2,033-330-5411,"숲,호수/지자체",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","산책로,강/물놀이"
3098,코끼리관광농원,경북고령군덕곡면지사동길20-4,010-3528-0887,"산,숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,어린이놀이시설",,
3099,코끼리캠핑장,경기도가평군북면화악리1007번지/화악산로1217-2,010-5271-3684,"산,숲,계곡/민간","자동차야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,낚시,강/물놀이,어린이놀이시설",
3100,코레일낙산연수원,강원도양양군강현면정암리952,033-820-7700,/민간,자동차야영장,홈페이지바로가기새창으로,전화,,,
3105,석산계곡코코비발디글램핑카라반오토캠핑장,강원홍천군서면고루개길37-17코코비발디,"033-434-4455,010-4073-1280","산,숲,계곡,강,호수/지자체","일반야영장,카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","산책로,어린이놀이시설"
3107,쿵쿵소캠핑장,강원도평창군봉평면덕거리86,010-5596-6556,"산,계곡/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
3109,큐브존캠핑장,강원영월군한반도면한반도로794-22큐브존캠핑장,산/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,,
3110,큰마당캠핑장,경기도포천시이동면도평리471외2필지,010-2918-5889,"산,숲,계곡,강/민간",일반야영장,"봄,여름,가을",평일+주말,계곡물놀이,,
3111,큰집글램핑,충북충주시노은면대덕리367번지,"043-853-0361,010-4393-0313",숲/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,산책로,수상레저,낚시,어린이놀이시설"
3112,클럽노블픽,경기가평군청평면모꼬지로154클럽노블픽,"031-584-5588,010-9758-5884","산,숲/민간",글램핑,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,전화,"계곡물놀이,농어촌체험시설,어린이놀이시설"
3113,클럽레드존캠핑장,경기가평군가평읍북한강변로360-69클럽레드존캠핑장,호수/국민여가,"일반야영장,자동차야영장","봄,여름,가을",평일+주말,전화,"수상레저,낚시,강/물놀이",,
3114,클럽레스피아,강원도홍천군구룡밭길24-30클럽레스피아,010-7709-0114,/지자체,자동차야영장,"봄,여름,가을,겨울",평일+주말,전화,,
3115,클럽프리모,강원도횡성군서원면석화리851,033-344-6701,"숲,계곡/지자체",글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"계곡물놀이,강/물놀이"
3116,키즈글램핑GEO,경기포천시이동면금강로6561,010-9921-1156,"산,숲/민간","일반야영장,카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인예약대기,온라인실시간예약,현장",
3117,키즈드림캠핑장,충북보은군내북면남부로5825-6,"043-544-0007,010-6431-3367",숲/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인예약대기,산책로
3120,킨텍스캠핑장,경기고양시일산서구킨텍스로217-25(대화동),031-913-1700,도심/지자체,"일반야영장,자동차야영장","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,
3126,태기산아름채관광공원,강원횡성군청일면청일로1030,"산,숲/민간",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,,
3127,태라글램핑,제천시봉양읍옥전리117-1,043-645-7688,산/민간,글램핑,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,산책로,
3139,태안둘레길캠핑장,충청남도태안군이원면내리503,010-9703-1711,/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,해수욕
3140,태안라온캠핑장,충청남도태안군원북면황촌리800-95,해변/민간,"일반야영장,카라반","봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,수상레저,낚시,해수욕",
3141,태안별빛오토캠핑장,충청남도태안군소원면법산리897,041-674-9255,해변/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,수상레저,낚시,해수욕"
3144,태학산자연휴양림오토캠핑장,충남천안시동남구풍세면돈마루1길188,041-529-5108,"산,숲,계곡/자연휴양림",자동차야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로
3145,태화연캠핑장,울산광역시중구태화동281번지일원,052-298-4412,"산,숲/지자체",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,산책로,
3147,터닝포인트카라반&캠핑,강원도철원군서면자등리316-6,033-458-,산/지자체,카라반,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,
3148,테르메덴카라반,경기이천시모가면사실로984테르메덴카라반,"031-645-2001,010-2754-2080","산,숲/민간",자동차야영장,홈페이지바로가기새창으로,"전화,온라인실시간예약,현장",,,
3149,엉클캠핑장,경기도포천시이동면화동로2498-1,"070-8152-6823,010-3018-8391",계곡/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
3150,텐타우스,경상북도경주시강동면왕신숲골안길5텐타우스,054-761-6080,숲/민간,"자동차야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,낚시,어린이놀이시설",
3157,토함산자연휴양림,경상북도경주시양북면불국로1208-45토함산자연휴양림,054-750-8700,산/자연휴양림,일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,"산책로,수상레저,낚시,해수욕"
3160,통고산자연휴양림야영장,경상북도울진군서면불영계곡로880통고산자연휴양림,054-783-3167,"산,숲/자연휴양림",일반야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,어린이놀이시설",
3162,통영동원리조트글램핑,경상남도통영시산양읍영운리산184-1통영동원리조트카라반,055-640-5000,"해변,산,숲/민간","일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,운동장,수상레저,낚시,해수욕,강/물놀이,농어촌체험시설",
3163,통영오토캠핑장,경상남도통영시용남면장평리587,010-4945-7192,/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로
3164,통영캠핑스토리,경상남도통영시산양읍봉전상촌길46번지,010-5695-1445,"산,숲/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,낚시,강/물놀이,청소년체험시설,농어촌체험시설",
3166,툇골캠핑장,강원도춘천시툇골길413-52툇골캠핑장,010-4925-3200,산/민간,자동차야영장,"봄,여름,가을",평일+주말,전화,계곡물놀이,
3167,트로피칼드림야영장,경상남도거제시일운면와현리497,055-681-5550,"산,숲/민간","일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,낚시,해수욕",
3168,트리캠핑장,인천광역시옹진군선재로306번길27-55트리캠핑장,"섬,숲/민간",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,,,
3169,트윈스캠핑장,충남아산시도고면도고면로117,041-548-6777,도심/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,강/물놀이
3170,티피캠핑장,강원도고성군죽왕면문암진리134-78,010-4097-0803,해변/민간,일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"수상레저,낚시,해수욕"
3174,욕지도파라다이스캠핑장,경상남도통영시욕지면유동길111,010-3579-1145,"해변,섬/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,전화,"산책로,수상레저,낚시,해수욕"
3175,파라다이스스파도고카라반캠핑장,충청남도아산시도고면도고온천로176파라다이스스파도고카라반캠핑장,041-537-7100,도심/민간,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,수영장
3178,파래소캠핑장(파래소가든펜션),경상남도양산시원동면선리99,052-264-1999,"산,숲,계곡/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,,
3184,파인밸리펜션앤글램핑주식회사,경기포천시화현면봉화로315-97,"산,숲/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"산책로,강/물놀이,농어촌체험시설",,
3186,파인트리캠핑장,경기도포천시이동면연곡리932,010-9189-9090,"숲,계곡/민간","일반야영장,카라반,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,계곡물놀이,
3195,파주기산캠프,경기도파주시광탄면기산리471-2,"031-957-8010,010-5263-8009","숲,호수/민간",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,산책로,
3198,파크12,"강원도홍천군서면모곡리491-46,491-14파크12","033-434-0847,010-4245-6309","강,호수/민간",글램핑,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,어린이놀이시설,
3199,파피루스캠핑장,경기도포천시영중면성동리75파피루스캠핑장,010-3357-4500,숲/지자체,"일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"전화,온라인실시간예약","산책로,강/물놀이"
3201,팔공산글램핑,경상북도칠곡군동명면남원리1125,"054-973-9798,010-3509-6333","숲,계곡/민간","일반야영장,글램핑","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,"계곡물놀이,산책로,어린이놀이시설",
3202,팔공산금화자연휴양림,경상북도칠곡군가산면금화리산49-1,054-971-1551,산/지자체,"일반야영장,카라반","봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,온라인실시간예약,산책로
3203,팔리봉캠핑장,강원도인제군북면월학리1540,산/민간,자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,온라인예약대기,,
3205,팔봉글램핑,충청북도충주시대소원면문주리42,043-855-8085,/민간,자동차야영장,홈페이지바로가기새창으로,전화,,,
3206,팔봉산관광지야영장,강원도홍천군서면한치골길1122-48팔봉산관광지야영장,033-430-4281,"산,계곡/지자체",자동차야영장,"봄,여름,가을",평일+주말,홈페이지바로가기새창으로,현장,"산책로,수상레저,어린이놀이시설"
3209,팔영산자연휴양림야영장,전라남도고흥군영남면팔영로1347-418팔영산자연휴양림야영장,061-830-5430,"산,숲/지자체",일반야영장,"봄,여름,가을,겨울",평일+주말,홈페이지바로가기새창으로,현장,수영장
