_id,글램핑 내부시설,기타 부대시설,기타 정보,기타 주변이용가능시설,문의처,바닥형태 (단위:면),사이트 간격,사이트 크기,안전시설현황,예약방법,운영기간,운영일,주변이용가능시설,주소,주요시설,카라반 내부시설,캠프 이름,캠핑장 유형,캠핑장 환경,캠핑장비대여,홈페이지,화로대
2991,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-244-5575,,,,,온라인실시간예약,,,,강원도춘천시서면툇골길693-4춘천캠핑월드,,,춘천캠핑월드,자동차야영장,/민간,,홈페이지바로가기새창으로,
2992,,천체망원경 구경 1m,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-532-2341,"파쇄석 (15)
테크 (3)",,,,온라인실시간예약,"봄,여름,가을,겨울",주말,"운동장,수영장",충청북도진천군문백면은탄리802-3,자동차야영장사이트(18면),,충북대학교천문대천문체험학교,일반야영장,산/지자체,"텐트
릴선
화로대
식기",홈페이지바로가기새창으로,개별
2997,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,043-846-3456,"파쇄석 (34)
테크 (26)",3M,,소화기 (33) 화재감지기 (3),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,어린이놀이시설",충청북도충주시엄정면가춘리길19충주반딧불오토캠핑장,자동차야영장사이트(60면) 카라반(3면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",충주반딧불오토캠핑장,"일반야영장,카라반",숲/민간,"텐트
릴선
화로대
난방기구
식기",홈페이지바로가기새창으로,
2999,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4479-5587,자갈 (19),3M,,소화기 (12),,"봄,여름,가을,겨울",평일+주말,,충청북도충주시동량면화암리340,일반야영장(40면),,충주카누캠핑장,일반야영장,"산,숲,호수/민간",,홈페이지바로가기새창으로,불가
3002,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"070-8266-7781,010-8266-7781",파쇄석 (17),3M,7 X 8 : 24개,소화기 (12) 화재감지기 (10),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,수상레저,어린이놀이시설",충청북도충주시동량면호반로696-1충주호캠핑장,자동차야영장사이트(24면) 글램핑시설(7면),,충주호캠핑월드(충주호캠핑장),"자동차야영장,글램핑","숲,강/민간",,홈페이지바로가기새창으로,
3003,,"캐빈5동, 숲속의집12실",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-635-7400,"잔디 (12)
테크 (8)",3M,"4 X 4 : 8개
8 X 8 : 12개",소화기 (20) 화재감지기 (5),온라인예약대기,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,운동장,수영장",세종특별자치시금남면산림박물관길110,일반야영장(20면),,금강자연휴양림(충청남도산림환경연구소),일반야영장,"산,숲,계곡,강/자연휴양림",,홈페이지바로가기새창으로,개별
3004,"에어컨
냉장고
난방기구
취사도구",카라반추가요금 1만원,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4001-7805,파쇄석 (31),,8 X 8 : 31개,소화기 (20) 화재감지기 (13),"전화,온라인예약대기,온라인실시간예약","봄,여름,가을,겨울",평일+주말,"산책로,수영장",경상남도고성군대가면유흥갈천길240,자동차야영장사이트(31면) 글램핑시설(4면),,충효테마관광농원야영장(대충캠핑장),자동차야영장,"산,숲/민간",,,개별
3005,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-330-6471,,,,"소화기 (31)
방화수 (2)
방화사 (2)
화재감지기 (28)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",경북영천시도남공단3길76(도남동),카라반(28면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,치산관광지캠핑장,카라반,/지자체,,홈페이지바로가기새창으로,개별
3010,,전디구장,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2612-1134,파쇄석 (45),,7 X 8 : 45개,소화기 (60),전화,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도원주시신림면성남로194치악신림오토캠핑장,자동차야영장사이트(45면),,치악신림오토캠핑장,일반야영장,"숲,계곡/민간","텐트
릴선
화로대
난방기구",홈페이지바로가기새창으로,개별
3012,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-940-2700,,,,,,,평일+주말,,충청남도청양군대치면까치내로710칠갑산오토캠핑장,,,청양칠갑산오토캠핑장,자동차야영장,/지자체,,홈페이지바로가기새창으로,개별
3013,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-940-2428,자갈 (20),3M,3 X 2 : 20개,소화기 (20),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로",충남청양군대치면칠갑산로668-103산73,자동차야영장사이트(20면),,칠갑산자연휴양림,일반야영장,"산,숲,계곡/자연휴양림",,홈페이지바로가기새창으로,개별
3014,"침대
에어컨
냉장고",,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"041-943-9848,010-2473-5880",맨흙 (9),,3 X 3 : 9개,,,"봄,여름,가을,겨울",평일+주말,계곡물놀이,충청남도청양군장평면적곡리635-1,일반야영장(9면),,칠갑산도림휴게소캠핑장,"일반야영장,글램핑","산,계곡/민간",,홈페이지바로가기새창으로,개별
3016,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-974-7997,잔디 (99),3M,"10 X 15 : 9개
10 X 10 : 40개
10 X 80 : 20개",소화기 (30),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"산책로,낚시,어린이놀이시설",경상북도칠곡군약목면관호리칠곡보,일반야영장(99면),,칠곡보오토캠핑장,자동차야영장,강/민간,,홈페이지바로가기새창으로,개별
3021,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,잔디 (44),3M,7 X 7 : 44개,소화기 (22),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설",경상북도포항시북구흥해읍금장리16,일반야영장(44면),,칠포오토캠핑장,일반야영장,숲/민간,,홈페이지바로가기새창으로,개별
3022,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-436-0600,파쇄석 (4) 테크 (4) 자갈 (4),,,"소화기 (12)
화재감지기 (6)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,낚시,농어촌체험시설",강원도홍천군내면을수길27,일반야영장(12면),,칡소폭포캠핑장,일반야영장,"산,강/민간",,홈페이지바로가기새창으로,개별
3024,침대 에어컨 난방기구,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4800-8349,,,,,"전화,온라인실시간예약","봄,여름,가을,겨울",평일+주말,강/물놀이,강원도화천군사내면삼일리686-1,자동차야영장사이트(4면) 글램핑시설(5면),,카누글램핑펜션,"일반야영장,글램핑",숲/지자체,,홈페이지바로가기새창으로,개별
3025,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,055-311-5588,,,,소화기 (30),전화,"봄,여름,가을,겨울",평일+주말,,경상남도김해시어방동991,카라반(30면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구,카라반르몽드,카라반,"산,도심/지자체",,홈페이지바로가기새창으로,개별
3026,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"031-357-8031,010-3589-8031",,,,"소화기 (10)
화재감지기 (10)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"수상레저,낚시,해수욕",경기도화성시서신면제부리20-26,카라반(10면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,카라반캠프,"일반야영장,카라반","해변,섬/민간",,홈페이지바로가기새창으로,개별
3028,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (22)
화재감지기 (22)",온라인실시간예약,"봄,여름,가을,겨울",,,경기도안산시단원구수영목길27-75카라반랜드,카라반(22면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구 취사도구,카라반랜드,카라반,해변/민간,,홈페이지바로가기새창으로,개별
3030,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (10)
화재감지기 (10)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,충남홍성군구항면오봉리131-6,카라반(10면),침대 TV 에어컨 냉장고 난방기구 취사도구 내부화장실,카라반에코빌리지,"일반야영장,카라반",숲/민간,,홈페이지바로가기새창으로,개별
3033,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,054-821-1777,,,,,온라인예약대기,,,,경상북도안동시예안면장갈로39카카오캠핑장,,,카카오캠핑장,자동차야영장,/민간,,홈페이지바로가기새창으로,
3034,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,031-581-8806,파쇄석 (9) 테크 (9),,3 X 7 : 9개,"소화기 (13)
방화수 (2)
방화사 (2)
화재감지기 (13)",온라인실시간예약,"봄,여름,가을",평일+주말,계곡물놀이,경기도가평군가평읍경반리515,카라반(9면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",칼봉산카라반캠핑장,카라반,"산,숲,계곡,도심/민간",,홈페이지바로가기새창으로,개별
3035,난방기구,"느린책방,용품매장",개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"파쇄석 (3)
테크 (10)",,,"소화기 (8)
화재감지기 (2)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로",강원도원주시판부면서곡리1727,일반야영장(13면) 글램핑시설(2면),,캄파슬로우캠핑장,자동차야영장,"산,숲,계곡/민간",,홈페이지바로가기새창으로,개별
3036,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3969-9000,파쇄석 (2),,8 X 10 : 2개,소화기 (2),전화,"봄,여름,가을",평일+주말,"수상레저,낚시,청소년체험시설,어린이놀이시설",강원도홍천군서면마곡리23-1,일반야영장(2면) 자동차야영장사이트(2면),,캐나디언카누클럽야영장,자동차야영장,/민간,,홈페이지바로가기새창으로,개별
3038,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,소화기 (98),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,경기도용인시처인구포곡읍전대리457-2,카라반(15면),침대 TV 에어컨 냉장고 유무선인터넷 취사도구 내부화장실,캐리비안캠프,카라반,산/민간,화로대,홈페이지바로가기새창으로,개별
3041,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-436-8271,파쇄석 (27) 테크 (3),,"8 X 9 : 15개
8 X 10 : 15개",소화기 (15),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,"낚시,청소년체험시설,어린이놀이시설",강원도홍천군서면개야리37,일반야영장(30면),,캠누리오토캠핑장,자동차야영장,강/민간,,홈페이지바로가기새창으로,개별
3042,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,064-767-1253,,,,"소화기 (8)
화재감지기 (8)",전화,"봄,여름,가을,겨울",평일+주말,,제주특별자치도서귀포시상효동1116-1,카라반(8면),침대 TV 에어컨 냉장고 유무선인터넷 난방기구,캠파제주,카라반,산/지자체,,홈페이지바로가기새창으로,
3045,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (32),,700 X 800 : 32개,,온라인실시간예약,"봄,여름,가을,겨울",주말,"계곡물놀이,강/물놀이",경기도파주시광탄면기산리658-4번지,일반야영장(32면),,캠프예그리나,자동차야영장,숲/민간,,홈페이지바로가기새창으로,개별
3046,,,개인 트레일러 입장가능 개인 캠핑카 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-4362-3366,"파쇄석 (28)
테크 (2)",3M,"8 X 10 : 29개
5 X 5 : 1개",소화기 (35) 방화수 (1) 방화사 (1) 화재감지기 (5),온라인실시간예약,"봄,여름,가을,겨울",주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경북경주시강동면호명큰골길47캠프ING,자동차야영장사이트(30면),,캠프ing오토캠핑장,일반야영장,산/민간,릴선,홈페이지바로가기새창으로,개별
3047,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-541-5511,,,,,전화,,,,충청남도아산시선장면삼봉로70캠프도고,,,캠프도고,일반야영장,/민간,,,
3048,"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",식당별도 운영,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (11),2M,"5 X 9 : 11개
3 X 6 : 1개
3 X 8 : 1개",,,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,낚시,어린이놀이시설",가평군상면원흥리514-2,자동차야영장사이트(11면) 글램핑시설(3면) 카라반(2면),침대 에어컨 냉장고 유무선인터넷 난방기구 취사도구 내부화장실,캠프락캠핑장,"일반야영장,카라반,글램핑","산,숲,계곡/민간","릴선
화로대
난방기구
식기
침낭",홈페이지바로가기새창으로,
3049,침대 에어컨 냉장고 유무선인터넷 난방기구,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-2456-5390,,,,소화기 (20),전화,"봄,여름,가을,겨울",평일+주말,,경기용인시기흥구동탄기흥로785번길21-5(고매동)캠프레이크,글램핑시설(11면),,캠프레이크,글램핑,호수/지자체,,홈페이지바로가기새창으로,개별
3050,"침대
냉장고
유무선인터넷
난방기구",,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,잔디 (4) 파쇄석 (31) 테크 (5),,7 X 10 : 40개,소화기 (25),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,운동장,강/물놀이,어린이놀이시설",경기도양주시백석읍기산리362,일반야영장(40면) 글램핑시설(10면),,캠프리카캠핑장,"일반야영장,글램핑","산,숲,계곡/민간","릴선
화로대",홈페이지바로가기새창으로,개별
3054,"침대
유무선인터넷",,개인 트레일러 입장가능           반려동물 동반 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9313-4162,파쇄석 (2) 테크 (12),,"3 X 6 : 5개
7 X 6 : 5개
11 X 7 : 3개",소화기 (8) 화재감지기 (4),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,강/물놀이",경기도가평군상면임초리608외1필지,자동차야영장사이트(13면) 글램핑시설(1면),,캠프수풀이,"일반야영장,자동차야영장,글램핑","산,숲,계곡/민간","텐트
화로대
난방기구
식기",홈페이지바로가기새창으로,개별
3055,,식당,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,"파쇄석 (15)
테크 (3)",3M,"6 X 15 : 5개
10 X 10 : 2개
6 X 7 : 11개",소화기 (25),,"봄,여름,가을",평일+주말,"계곡물놀이,산책로",경기도포천시군내면청군로2864번길22캠프오후4시,카라반(7면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",캠프오후4시,"일반야영장,카라반","산,숲/민간",,홈페이지바로가기새창으로,개별
3056,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"054-371-0606,010-5925-0606",파쇄석 (227),3M,12 X 7 : 227개,"소화기 (64)
화재감지기 (9)",온라인실시간예약,"봄,여름,가을",주말,"계곡물놀이,산책로,낚시,어린이놀이시설",경상북도청도군매전면호화리449,자동차야영장사이트(227면) 글램핑시설(4면),"에어컨
냉장고
난방기구",캠프원관광농원,"일반야영장,글램핑",숲/민간,릴선,홈페이지바로가기새창으로,개별
3059,침대 TV 에어컨 냉장고 유무선인터넷 난방기구,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,"소화기 (18)
화재감지기 (15)",온라인실시간예약,"봄,여름,가을,겨울",평일+주말,산책로,대전동구산내로710(상소동),글램핑시설(9면) 카라반(6면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구",캠프향기,"카라반,글램핑",숲/민간,,홈페이지바로가기새창으로,개별
3064,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"054-433-7711,010-4114-7122","잔디 (15)
파쇄석 (4)
테크 (2)",3M,"7 X 9 : 17개
6 X 8 : 4개",소화기 (15),온라인실시간예약,"봄,여름,가을",평일+주말,"계곡물놀이,산책로,어린이놀이시설",경상북도김천시조마면강곡리917-1,일반야영장(21면) 자동차야영장사이트(21면),,캠핑뜨락오토캠핑장,일반야영장,계곡/민간,"릴선
화로대",홈페이지바로가기새창으로,개별
3067,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3897-8584,,,,,전화,,,,강원도평창군봉평면흥정계곡길494캠핑494,,,캠핑494,자동차야영장,/지자체,,홈페이지바로가기새창으로,
3071,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9573-0053,,,,,전화,,,,경남양산시상북면구소석5길20,,,캠핑라운드,일반야영장,/민간,,홈페이지바로가기새창으로,
3072,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (12) 테크 (37),,"4 X 7 : 37개
6 X 8 : 12개","소화기 (50)
방화사 (3)
화재감지기 (20)",온라인실시간예약,"봄,여름,가을,겨울",주말,"계곡물놀이,산책로,강/물놀이",경기도포천시이동면성장로1289번길155-76캠핑라운지,일반야영장(12면) 자동차야영장사이트(37면) 글램핑시설(20면),,캠핑라운지,"일반야영장,자동차야영장,카라반",산/민간,"릴선
화로대
난방기구
식기
침낭",홈페이지바로가기새창으로,개별
3079,침대 에어컨 냉장고 유무선인터넷,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,,,,,,"봄,여름,가을,겨울",평일+주말,해수욕,인천중구선녀바위로70,글램핑시설(9면),침대,힐링캠프글램핑(구캠핑아일랜드),글램핑,"해변,섬/민간",,홈페이지바로가기새창으로,
3083,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,052-254-7777,테크 (34),3M,,,전화,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,산책로,어린이놀이시설",울산광역시울주군상북면덕현리330,자동차야영장사이트(34면) 글램핑시설(5면),,캠핑월드,일반야영장,"산,숲,계곡/민간",,홈페이지바로가기새창으로,개별
3084,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9299-7784,,,,,온라인실시간예약,,,,경기도안성시금광면진안로165-16캠핑코리아,,,캠핑코리아,일반야영장,/민간,,홈페이지바로가기새창으로,
3085,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,041-675-9006,,,,,온라인실시간예약,,,,충청남도태안군원북면신두리1227-14번지,,,캠핑코리아카라반오토캠핑장,일반야영장,/지자체,,홈페이지바로가기새창으로,
3092,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-9196-8339,,,,,온라인예약대기,,,,강원도춘천시동산면원무동길303-28캠핑하는집,,,캠핑하는집,자동차야영장,/민간,,홈페이지바로가기새창으로,
3094,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3810-1034,"파쇄석 (51)
테크 (4)",3M,"8 X 6 : 4개
9 X 7 : 51개",소화기 (25),,"봄,여름,가을,겨울",주말,낚시,경북성주군수륜면신정3길2-19,자동차야영장사이트(54면) 카라반(3면) 개인카라반사이트(3면),"침대
TV
에어컨
냉장고
유무선인터넷
난방기구
취사도구
내부화장실",성주물가애오토캠핑장(성주오토캠핑장),"일반야영장,카라반",호수/민간,"텐트
릴선
화로대
난방기구
식기
침낭",홈페이지바로가기새창으로,개별
3097,"침대
TV
에어컨
난방기구","사우나, 실내·외 수영장, 피트니스센터, 공원 등",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-330-5411,,,,,"전화,온라인실시간예약","봄,여름,가을,겨울",평일+주말,"산책로,강/물놀이",강원평창군진부면진고개로231215-2,글램핑시설(10면),,켄싱턴호텔평창글램핑빌리지,일반야영장,"숲,호수/지자체",,홈페이지바로가기새창으로,개별
3098,,,개인 트레일러 입장가능           반려동물 동반 소형견만 가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-3528-0887,자갈 (17),5M,5 X 10 : 17개,소화기 (20),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,어린이놀이시설",경북고령군덕곡면지사동길20-4,일반야영장(17면),,코끼리관광농원,일반야영장,"산,숲,계곡/민간",식기,,개별
3099,"냉장고
유무선인터넷
난방기구",,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5271-3684,테크 (22),,4 X 5 : 11개,소화기 (12) 방화수 (2) 방화사 (1) 화재감지기 (11),,"봄,여름,가을,겨울",평일+주말,"계곡물놀이,낚시,강/물놀이,어린이놀이시설",경기도가평군북면화악리1007번지/화악산로1217-2,일반야영장(11면) 자동차야영장사이트(11면) 글램핑시설(11면),,코끼리캠핑장,"자동차야영장,글램핑","산,숲,계곡/민간","텐트
릴선
화로대
난방기구
식기
침낭",홈페이지바로가기새창으로,개별
3100,,,반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,033-820-7700,,,,,전화,,,,강원도양양군강현면정암리952,,,코레일낙산연수원,자동차야영장,/민간,,홈페이지바로가기새창으로,
3105,,"커피숍, 골프연습장, 트램펄린",반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,"033-434-4455,010-4073-1280",파쇄석 (6),3M,6 X 7 : 6개,,"전화,온라인실시간예약","봄,여름,가을,겨울",평일+주말,"산책로,어린이놀이시설",강원홍천군서면고루개길37-17코코비발디,일반야영장(6면) 글램핑시설(20면) 카라반(5면),,석산계곡코코비발디글램핑카라반오토캠핑장,"일반야영장,카라반,글램핑","산,숲,계곡,강,호수/지자체",,홈페이지바로가기새창으로,개별
3107,,,개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,010-5596-6556,파쇄석 (59),,6 X 8 : 59개,소화기 (25),,"봄,여름,가을,겨울",평일+주말,계곡물놀이,강원도평창군봉평면덕거리86,일반야영장(59면),,쿵쿵소캠핑장,자동차야영장,"산,계곡/민간",,홈페이지바로가기새창으로,개별
3109,,"족구장,공연무대,카페",개인 트레일러 입장가능           반려동물 동반 불가능           (※ 실제 결과는 현장사정 및 계절에 따라 달라질 수 있으니 캠핑장 사업주에 직접 확인 후 이용바랍니다.),,,파쇄석 (30),,"7 X 7 : 21개
8 X 10 : 9개",소화기 (15),온라인실시간예약,"봄,여름,가을,겨울",평일+주말,,강원영월군한반도면한반도로794-22큐브존캠핑장,자동차야영장사이트(30면),,큐브존캠핑장,일반야영장,산/민간,,홈페이지바로가기새창으로,개별
